,SUBJECTID,mTurkCode,TRIALNUM,IMAGE_NUMBER,RAW_ANSWER,IS_TRAP
1422,6.0,1000635,,33.0,Male,no
1423,6.0,1000635,,34.0,Male,no
1424,6.0,1000635,,35.0,Male,no
1425,6.0,1000635,,36.0,Male,no
1426,6.0,1000635,,37.0,Female,no
1427,6.0,1000635,,38.0,Male,no
1428,6.0,1000635,,39.0,Female,no
1429,6.0,1000635,,40.0,Female,no
1430,6.0,1000635,,41.0,Female,no
1431,6.0,1000635,,42.0,Male,no
1432,6.0,1000635,,43.0,Female,no
1433,6.0,1000635,,44.0,Male,no
1434,6.0,1000635,,45.0,Female,no
1435,6.0,1000635,,46.0,Male,no
1436,6.0,1000635,,47.0,Male,no
1437,6.0,1000635,,48.0,Male,no
1438,6.0,1000635,,49.0,Female,no
1439,6.0,1000635,,50.0,Male,no
1440,6.0,1000635,,51.0,Female,no
1441,6.0,1000635,,52.0,Female,no
1442,6.0,1000635,,53.0,Male,no
1443,6.0,1000635,,54.0,Female,no
1444,6.0,1000635,,55.0,Female,no
1445,6.0,1000635,,56.0,Male,no
1446,6.0,1000635,,57.0,Female,no
1447,6.0,1000635,,58.0,Male,no
1448,6.0,1000635,,59.0,Female,no
1449,6.0,1000635,,60.0,Female,no
1450,6.0,1000635,,61.0,Female,no
1451,6.0,1000635,,62.0,Male,no
1452,6.0,1000635,,63.0,Male,no
1453,6.0,1000635,,64.0,Female,no
1454,6.0,1000635,,65.0,Female,no
1455,6.0,1000635,,66.0,Female,no
1456,6.0,1000635,,67.0,Male,no
1457,6.0,1000635,,68.0,Female,no
1458,6.0,1000635,,69.0,Male,no
1459,6.0,1000635,,70.0,Female,no
1460,6.0,1000635,,71.0,Male,no
1461,6.0,1000635,,72.0,Male,no
1462,6.0,1000635,,73.0,Female,no
1463,6.0,1000635,,74.0,Female,no
1464,6.0,1000635,,75.0,Male,no
1465,6.0,1000635,,76.0,Female,no
1466,6.0,1000635,,77.0,Male,no
1467,6.0,1000635,,78.0,Female,no
1468,6.0,1000635,,79.0,Male,no
1469,6.0,1000635,,80.0,Female,no
1470,6.0,1000635,,81.0,Female,no
1471,6.0,1000635,,82.0,Male,no
1472,6.0,1000635,,83.0,Female,no
1473,6.0,1000635,,84.0,Female,no
1474,6.0,1000635,,85.0,Female,no
1475,6.0,1000635,,86.0,Female,no
1476,6.0,1000635,,87.0,Female,no
1477,6.0,1000635,,88.0,Male,no
1478,6.0,1000635,,89.0,Male,no
1479,6.0,1000635,,90.0,Female,no
1480,6.0,1000635,,91.0,Female,no
1481,6.0,1000635,,92.0,Male,no
1482,6.0,1000635,,93.0,Female,no
1483,6.0,1000635,,94.0,Male,no
1484,6.0,1000635,,95.0,Female,no
1485,6.0,1000635,,96.0,Female,no
1486,6.0,1000635,,97.0,Male,no
1487,6.0,1000635,,98.0,Male,no
1488,6.0,1000635,,99.0,Male,no
1489,6.0,1000635,,100.0,Female,no
1490,6.0,1000635,,101.0,Female,no
1491,6.0,1000635,,102.0,Female,no
1492,6.0,1000635,,103.0,Male,no
1493,6.0,1000635,,104.0,Male,no
1494,6.0,1000635,,105.0,Male,no
1495,6.0,1000635,,106.0,Female,no
1496,6.0,1000635,,107.0,Male,no
1497,6.0,1000635,,108.0,Male,no
1498,6.0,1000635,,109.0,Male,no
1499,6.0,1000635,,110.0,Female,no
1500,6.0,1000635,,111.0,Male,no
1501,6.0,1000635,,112.0,Male,no
1502,6.0,1000635,,113.0,Female,no
1503,6.0,1000635,,114.0,Male,no
1504,6.0,1000635,,115.0,Female,no
1505,6.0,1000635,,116.0,Female,no
1506,6.0,1000635,,117.0,Female,no
1507,6.0,1000635,,118.0,Female,no
1508,6.0,1000635,,119.0,Female,no
1509,6.0,1000635,,120.0,Male,no
1510,6.0,1000635,,121.0,Male,no
1511,6.0,1000635,,122.0,Male,no
1512,6.0,1000635,,123.0,Male,no
1513,6.0,1000635,,124.0,Female,no
1514,6.0,1000635,,125.0,Female,no
1515,6.0,1000635,,126.0,Male,no
1516,6.0,1000635,,127.0,Female,no
1517,6.0,1000635,,128.0,Male,no
1518,6.0,1000635,,129.0,Female,no
1519,6.0,1000635,,130.0,Male,no
1520,6.0,1000635,,131.0,Female,no
1521,6.0,1000635,,132.0,Female,no
1522,6.0,1000635,,133.0,Male,no
1523,6.0,1000635,,134.0,Female,no
1524,6.0,1000635,,135.0,Female,no
1525,6.0,1000635,,136.0,Male,no
1526,6.0,1000635,,137.0,Male,no
1527,6.0,1000635,,138.0,Female,no
1528,6.0,1000635,,139.0,Male,no
1529,6.0,1000635,,140.0,Female,no
1530,6.0,1000635,,141.0,Female,no
1531,6.0,1000635,,142.0,Female,no
1532,6.0,1000635,,143.0,Female,no
1533,6.0,1000635,,144.0,Male,no
1534,6.0,1000635,,145.0,Female,no
1535,6.0,1000635,,146.0,Male,no
1536,6.0,1000635,,147.0,Male,no
1537,6.0,1000635,,148.0,Male,no
1538,6.0,1000635,,149.0,Female,no
1539,6.0,1000635,,150.0,Male,no
1540,6.0,1000635,,151.0,Male,no
1541,6.0,1000635,,152.0,Male,no
1542,6.0,1000635,,153.0,Female,no
1543,6.0,1000635,,154.0,Male,no
1544,6.0,1000635,,155.0,Female,no
1545,6.0,1000635,,156.0,Female,no
1546,6.0,1000635,,157.0,Male,no
1547,6.0,1000635,,158.0,Female,no
1548,6.0,1000635,,159.0,Female,no
1549,6.0,1000635,,160.0,Male,no
1550,6.0,1000635,,161.0,Male,no
1551,6.0,1000635,,162.0,Male,no
1552,6.0,1000635,,163.0,Male,no
1553,6.0,1000635,,164.0,Male,no
1554,6.0,1000635,,165.0,Female,no
1555,6.0,1000635,,166.0,Male,no
1556,6.0,1000635,,167.0,Female,no
1557,6.0,1000635,,168.0,Female,no
1558,6.0,1000635,,169.0,Male,no
1559,6.0,1000635,,170.0,Male,no
1560,6.0,1000635,,171.0,Male,no
1561,6.0,1000635,,172.0,Male,no
1562,6.0,1000635,,173.0,Female,no
1563,6.0,1000635,,174.0,Female,no
1564,6.0,1000635,,175.0,Male,no
1565,6.0,1000635,,176.0,Female,no
1566,6.0,1000635,,177.0,Female,no
1567,6.0,1000635,,178.0,Male,no
1568,6.0,1000635,,179.0,Female,no
1569,6.0,1000635,,180.0,Female,no
1570,6.0,1000635,,181.0,Male,no
1571,6.0,1000635,,182.0,Female,no
1572,6.0,1000635,,183.0,Female,no
1573,6.0,1000635,,184.0,Male,no
1574,6.0,1000635,,185.0,Female,no
1575,6.0,1000635,,186.0,Male,no
1576,6.0,1000635,,187.0,Female,no
1577,6.0,1000635,,188.0,Female,no
1578,6.0,1000635,,189.0,Male,no
1579,6.0,1000635,,190.0,Male,no
1580,6.0,1000635,,191.0,Male,no
1581,6.0,1000635,,192.0,Male,no
1582,6.0,1000635,,193.0,Female,no
1583,6.0,1000635,,194.0,Female,no
1584,6.0,1000635,,195.0,Female,no
1585,6.0,1000635,,196.0,Male,no
1586,6.0,1000635,,197.0,Male,no
1587,6.0,1000635,,198.0,Male,no
1588,6.0,1000635,,199.0,Male,no
1589,6.0,1000635,,200.0,Female,no
1590,6.0,1000635,,201.0,Female,no
1591,6.0,1000635,,202.0,Female,no
1592,6.0,1000635,,203.0,Male,no
1593,6.0,1000635,,204.0,Female,no
1594,6.0,1000635,,205.0,Male,no
1595,6.0,1000635,,206.0,Male,no
1596,6.0,1000635,,207.0,Male,no
1597,6.0,1000635,,208.0,Male,no
1598,6.0,1000635,,209.0,Male,no
1599,6.0,1000635,,210.0,Male,no
1600,6.0,1000635,,211.0,Male,no
1601,6.0,1000635,,212.0,Female,no
1602,6.0,1000635,,213.0,Male,no
1603,6.0,1000635,,214.0,Female,no
1604,6.0,1000635,,215.0,Female,no
1605,6.0,1000635,,216.0,Female,no
1606,6.0,1000635,,217.0,Female,no
1607,6.0,1000635,,218.0,Female,no
1608,6.0,1000635,,219.0,Female,no
1609,6.0,1000635,,220.0,Female,no
1610,6.0,1000635,,221.0,Female,no
1611,6.0,1000635,,222.0,Female,no
1612,6.0,1000635,,223.0,Female,no
1613,6.0,1000635,,224.0,Female,no
1614,6.0,1000635,,225.0,Female,no
1615,6.0,1000635,,226.0,Male,no
1616,6.0,1000635,,227.0,Male,no
1617,6.0,1000635,,228.0,Female,no
1618,6.0,1000635,,229.0,Male,no
1619,6.0,1000635,,230.0,Male,no
1620,6.0,1000635,,231.0,Male,no
1621,6.0,1000635,,232.0,Female,no
1622,6.0,1000635,,233.0,Male,no
1623,6.0,1000635,,234.0,Male,no
1624,6.0,1000635,,235.0,Male,no
1625,6.0,1000635,,236.0,Male,no
1626,6.0,1000635,,237.0,Female,no
1627,6.0,1000635,,238.0,Male,no
1628,6.0,1000635,,239.0,Female,no
1629,6.0,1000635,,240.0,Male,no
1630,6.0,1000635,,241.0,Male,no
1631,6.0,1000635,,242.0,Male,no
1632,6.0,1000635,,243.0,Male,no
1633,6.0,1000635,,244.0,Male,no
1634,6.0,1000635,,245.0,Male,no
1635,6.0,1000635,,246.0,Male,no
1636,6.0,1000635,,247.0,Female,no
1637,6.0,1000635,,248.0,Female,no
1638,6.0,1000635,,249.0,Male,no
1639,6.0,1000635,,250.0,Female,no
1640,6.0,1000635,,251.0,Male,no
1641,6.0,1000635,,252.0,Male,no
1642,6.0,1000635,,253.0,Male,no
1643,6.0,1000635,,254.0,Male,no
1644,6.0,1000635,,255.0,Male,no
1645,6.0,1000635,,256.0,Female,no
1646,6.0,1000635,,257.0,Female,no
1647,6.0,1000635,,258.0,Male,no
1648,6.0,1000635,,259.0,Female,no
1649,6.0,1000635,,260.0,Male,no
1650,6.0,1000635,,261.0,Male,no
1651,6.0,1000635,,262.0,Female,no
1652,6.0,1000635,,263.0,Female,no
1653,6.0,1000635,,264.0,Male,no
1654,6.0,1000635,,265.0,Male,no
1655,6.0,1000635,,266.0,Female,no
1656,6.0,1000635,,267.0,Male,no
1657,6.0,1000635,,268.0,Male,no
1658,6.0,1000635,,269.0,Male,no
1659,6.0,1000635,,270.0,Male,no
1660,6.0,1000635,,271.0,Female,no
1661,6.0,1000635,,272.0,Male,no
1662,6.0,1000635,,273.0,Male,no
1663,6.0,1000635,,274.0,Male,no
1664,6.0,1000635,,275.0,Male,yes
1665,6.0,1000635,,276.0,Female,yes
1666,6.0,1000635,,277.0,Male,yes
1667,6.0,1000635,,278.0,Female,yes
1668,7.0,5372351,,1.0,Male,no
1669,7.0,5372351,,2.0,Female,no
1670,7.0,5372351,,3.0,Male,no
1671,7.0,5372351,,4.0,Female,no
1672,7.0,5372351,,5.0,Female,no
1673,7.0,5372351,,6.0,Male,no
1674,7.0,5372351,,7.0,Female,no
1675,7.0,5372351,,8.0,Male,no
1676,7.0,5372351,,9.0,Male,no
1677,7.0,5372351,,10.0,Male,no
1678,7.0,5372351,,11.0,Male,no
1679,7.0,5372351,,12.0,Female,no
1680,7.0,5372351,,13.0,Male,no
1681,7.0,5372351,,14.0,Male,no
1682,7.0,5372351,,15.0,Female,no
1683,7.0,5372351,,16.0,Female,no
1684,7.0,5372351,,17.0,Female,no
1685,7.0,5372351,,18.0,Male,no
1686,7.0,5372351,,19.0,Female,no
1687,7.0,5372351,,20.0,Male,no
1688,7.0,5372351,,21.0,Female,no
1689,7.0,5372351,,22.0,Male,no
1690,7.0,5372351,,23.0,Female,no
1691,7.0,5372351,,24.0,Female,no
1692,7.0,5372351,,25.0,Male,no
1693,7.0,5372351,,26.0,Male,no
1694,7.0,5372351,,27.0,Male,no
1695,7.0,5372351,,28.0,Male,no
1696,7.0,5372351,,29.0,Male,no
1697,7.0,5372351,,30.0,Male,no
1698,7.0,5372351,,31.0,Male,no
1699,7.0,5372351,,32.0,Male,no
1700,7.0,5372351,,33.0,Male,no
1701,7.0,5372351,,34.0,Male,no
1702,7.0,5372351,,35.0,Male,no
1703,7.0,5372351,,36.0,Male,no
1704,7.0,5372351,,37.0,Male,no
1705,7.0,5372351,,38.0,Male,no
1706,7.0,5372351,,39.0,Male,no
1707,7.0,5372351,,40.0,Female,no
1708,7.0,5372351,,41.0,Female,no
1709,7.0,5372351,,42.0,Male,no
1710,7.0,5372351,,43.0,Female,no
1711,7.0,5372351,,44.0,Male,no
1712,7.0,5372351,,45.0,Male,no
1713,7.0,5372351,,46.0,Male,no
1714,7.0,5372351,,47.0,Male,no
1715,7.0,5372351,,48.0,Female,no
1716,7.0,5372351,,49.0,Female,no
1717,7.0,5372351,,50.0,Male,no
1718,7.0,5372351,,51.0,Female,no
1719,7.0,5372351,,52.0,Female,no
1720,7.0,5372351,,53.0,Male,no
1721,7.0,5372351,,54.0,Female,no
1722,7.0,5372351,,55.0,Male,no
1723,7.0,5372351,,56.0,Male,no
1724,7.0,5372351,,57.0,Male,no
1725,7.0,5372351,,58.0,Male,no
1726,7.0,5372351,,59.0,Female,no
1727,7.0,5372351,,60.0,Male,no
1728,7.0,5372351,,61.0,Female,no
1729,7.0,5372351,,62.0,Male,no
1730,7.0,5372351,,63.0,Male,no
1731,7.0,5372351,,64.0,Female,no
1732,7.0,5372351,,65.0,Female,no
1733,7.0,5372351,,66.0,Female,no
1734,7.0,5372351,,67.0,Male,no
1735,7.0,5372351,,68.0,Female,no
1736,7.0,5372351,,69.0,Male,no
1737,7.0,5372351,,70.0,Male,no
1738,7.0,5372351,,71.0,Male,no
1739,7.0,5372351,,72.0,Male,no
1740,7.0,5372351,,73.0,Female,no
1741,7.0,5372351,,74.0,Female,no
1742,7.0,5372351,,75.0,Male,no
1743,7.0,5372351,,76.0,Male,no
1744,7.0,5372351,,77.0,Male,no
1745,7.0,5372351,,78.0,Male,no
1746,7.0,5372351,,79.0,Male,no
1747,7.0,5372351,,80.0,Female,no
1748,7.0,5372351,,81.0,Male,no
1749,7.0,5372351,,82.0,Male,no
1750,7.0,5372351,,83.0,Female,no
1751,7.0,5372351,,84.0,Male,no
1752,7.0,5372351,,85.0,Male,no
1753,7.0,5372351,,86.0,Female,no
1754,7.0,5372351,,87.0,Female,no
1755,7.0,5372351,,88.0,Male,no
1756,7.0,5372351,,89.0,Male,no
1757,7.0,5372351,,90.0,Male,no
1758,7.0,5372351,,91.0,Female,no
1759,7.0,5372351,,92.0,Male,no
1760,7.0,5372351,,93.0,Female,no
1761,7.0,5372351,,94.0,Female,no
1762,7.0,5372351,,95.0,Female,no
1763,7.0,5372351,,96.0,Female,no
1764,7.0,5372351,,97.0,Male,no
1765,7.0,5372351,,98.0,Male,no
1766,7.0,5372351,,99.0,Male,no
1767,7.0,5372351,,100.0,Male,no
1768,7.0,5372351,,101.0,Female,no
1769,7.0,5372351,,102.0,Male,no
1770,7.0,5372351,,103.0,Male,no
1771,7.0,5372351,,104.0,Male,no
1772,7.0,5372351,,105.0,Male,no
1773,7.0,5372351,,106.0,Male,no
1774,7.0,5372351,,107.0,Male,no
1775,7.0,5372351,,108.0,Male,no
1776,7.0,5372351,,109.0,Male,no
1777,7.0,5372351,,110.0,Male,no
1778,7.0,5372351,,111.0,Male,no
1779,7.0,5372351,,112.0,Male,no
1780,7.0,5372351,,113.0,Female,no
1781,7.0,5372351,,114.0,Male,no
1782,7.0,5372351,,115.0,Female,no
1783,7.0,5372351,,116.0,Male,no
1784,7.0,5372351,,117.0,Male,no
1785,7.0,5372351,,118.0,Female,no
1786,7.0,5372351,,119.0,Female,no
1787,7.0,5372351,,120.0,Male,no
1788,7.0,5372351,,121.0,Male,no
1789,7.0,5372351,,122.0,Male,no
1790,7.0,5372351,,123.0,Male,no
1791,7.0,5372351,,124.0,Female,no
1792,7.0,5372351,,125.0,Female,no
1793,7.0,5372351,,126.0,Male,no
1794,7.0,5372351,,127.0,Female,no
1795,7.0,5372351,,128.0,Male,no
1796,7.0,5372351,,129.0,Female,no
1797,7.0,5372351,,130.0,Male,no
1798,7.0,5372351,,131.0,Female,no
1799,7.0,5372351,,132.0,Female,no
1800,7.0,5372351,,133.0,Male,no
1801,7.0,5372351,,134.0,Female,no
1802,7.0,5372351,,135.0,Female,no
1803,7.0,5372351,,136.0,Male,no
1804,7.0,5372351,,137.0,Male,no
1805,7.0,5372351,,138.0,Female,no
1806,7.0,5372351,,139.0,Male,no
1807,7.0,5372351,,140.0,Female,no
1808,7.0,5372351,,141.0,Male,no
1809,7.0,5372351,,142.0,Male,no
1810,7.0,5372351,,143.0,Female,no
1811,7.0,5372351,,144.0,Male,no
1812,7.0,5372351,,145.0,Male,no
1813,7.0,5372351,,146.0,Male,no
1814,7.0,5372351,,147.0,Male,no
1815,7.0,5372351,,148.0,Male,no
1816,7.0,5372351,,149.0,Female,no
1817,7.0,5372351,,150.0,Male,no
1818,7.0,5372351,,151.0,Male,no
1819,7.0,5372351,,152.0,Male,no
1820,7.0,5372351,,153.0,Female,no
1821,7.0,5372351,,154.0,Male,no
1822,7.0,5372351,,155.0,Male,no
1823,7.0,5372351,,156.0,Female,no
1824,7.0,5372351,,157.0,Male,no
1825,7.0,5372351,,158.0,Female,no
1826,7.0,5372351,,159.0,Female,no
1827,7.0,5372351,,160.0,Male,no
1828,7.0,5372351,,161.0,Male,no
1829,7.0,5372351,,162.0,Male,no
1830,7.0,5372351,,163.0,Male,no
1831,7.0,5372351,,164.0,Male,no
1832,7.0,5372351,,165.0,Female,no
1833,7.0,5372351,,166.0,Male,no
1834,7.0,5372351,,167.0,Male,no
1835,7.0,5372351,,168.0,Female,no
1836,7.0,5372351,,169.0,Male,no
1837,7.0,5372351,,170.0,Male,no
1838,7.0,5372351,,171.0,Male,no
1839,7.0,5372351,,172.0,Male,no
1840,7.0,5372351,,173.0,Female,no
1841,7.0,5372351,,174.0,Female,no
1842,7.0,5372351,,175.0,Female,no
1843,7.0,5372351,,176.0,Female,no
1844,7.0,5372351,,177.0,Male,no
1845,7.0,5372351,,178.0,Male,no
1846,7.0,5372351,,179.0,Female,no
1847,7.0,5372351,,180.0,Female,no
1848,7.0,5372351,,181.0,Male,no
1849,7.0,5372351,,182.0,Female,no
1850,7.0,5372351,,183.0,Female,no
1851,7.0,5372351,,184.0,Male,no
1852,7.0,5372351,,185.0,Female,no
1853,7.0,5372351,,186.0,Male,no
1854,7.0,5372351,,187.0,Female,no
1855,7.0,5372351,,188.0,Female,no
1856,7.0,5372351,,189.0,Male,no
1857,7.0,5372351,,190.0,Male,no
1858,7.0,5372351,,191.0,Male,no
1859,7.0,5372351,,192.0,Male,no
1860,7.0,5372351,,193.0,Female,no
1861,7.0,5372351,,194.0,Male,no
1862,7.0,5372351,,195.0,Female,no
1863,7.0,5372351,,196.0,Male,no
1864,7.0,5372351,,197.0,Male,no
1865,7.0,5372351,,198.0,Male,no
1866,7.0,5372351,,199.0,Male,no
1867,7.0,5372351,,200.0,Female,no
1868,7.0,5372351,,201.0,Female,no
1869,7.0,5372351,,202.0,Female,no
1870,7.0,5372351,,203.0,Male,no
1871,7.0,5372351,,204.0,Female,no
1872,7.0,5372351,,205.0,Male,no
1873,7.0,5372351,,206.0,Male,no
1874,7.0,5372351,,207.0,Male,no
1875,7.0,5372351,,208.0,Male,no
1876,7.0,5372351,,209.0,Male,no
1877,7.0,5372351,,210.0,Male,no
1878,7.0,5372351,,211.0,Male,no
1879,7.0,5372351,,212.0,Male,no
1880,7.0,5372351,,213.0,Female,no
1881,7.0,5372351,,214.0,Female,no
1882,7.0,5372351,,215.0,Female,no
1883,7.0,5372351,,216.0,Female,no
1884,7.0,5372351,,217.0,Female,no
1885,7.0,5372351,,218.0,Female,no
1886,7.0,5372351,,219.0,Female,no
1887,7.0,5372351,,220.0,Female,no
1888,7.0,5372351,,221.0,Female,no
1889,7.0,5372351,,222.0,Female,no
1890,7.0,5372351,,223.0,Female,no
1891,7.0,5372351,,224.0,Female,no
1892,7.0,5372351,,225.0,Male,no
1893,7.0,5372351,,226.0,Male,no
1894,7.0,5372351,,227.0,Male,no
1895,7.0,5372351,,228.0,Male,no
1896,7.0,5372351,,229.0,Male,no
1897,7.0,5372351,,230.0,Male,no
1898,7.0,5372351,,231.0,Male,no
1899,7.0,5372351,,232.0,Female,no
1900,7.0,5372351,,233.0,Male,no
1901,7.0,5372351,,234.0,Male,no
1902,7.0,5372351,,235.0,Male,no
1903,7.0,5372351,,236.0,Male,no
1904,7.0,5372351,,237.0,Male,no
1905,7.0,5372351,,238.0,Male,no
1906,7.0,5372351,,239.0,Male,no
1907,7.0,5372351,,240.0,Male,no
1908,7.0,5372351,,241.0,Male,no
1909,7.0,5372351,,242.0,Male,no
1910,7.0,5372351,,243.0,Male,no
1911,7.0,5372351,,244.0,Male,no
1912,7.0,5372351,,245.0,Male,no
1913,7.0,5372351,,246.0,Male,no
1914,7.0,5372351,,247.0,Female,no
1915,7.0,5372351,,248.0,Female,no
1916,7.0,5372351,,249.0,Male,no
1917,7.0,5372351,,250.0,Male,no
1918,7.0,5372351,,251.0,Male,no
1919,7.0,5372351,,252.0,Female,no
1920,7.0,5372351,,253.0,Male,no
1921,7.0,5372351,,254.0,Male,no
1922,7.0,5372351,,255.0,Male,no
1923,7.0,5372351,,256.0,Female,no
1924,7.0,5372351,,257.0,Male,no
1925,7.0,5372351,,258.0,Male,no
1926,7.0,5372351,,259.0,Male,no
1927,7.0,5372351,,260.0,Male,no
1928,7.0,5372351,,261.0,Male,no
1929,7.0,5372351,,262.0,Male,no
1930,7.0,5372351,,263.0,Male,no
1931,7.0,5372351,,264.0,Male,no
1932,7.0,5372351,,265.0,Male,no
1933,7.0,5372351,,266.0,Male,no
1934,7.0,5372351,,267.0,Male,no
1935,7.0,5372351,,268.0,Male,no
1936,7.0,5372351,,269.0,Male,no
1937,7.0,5372351,,270.0,Male,no
1938,7.0,5372351,,271.0,Female,no
1939,7.0,5372351,,272.0,Male,no
1940,7.0,5372351,,273.0,Male,no
1941,7.0,5372351,,274.0,Male,no
1942,7.0,5372351,,275.0,Male,yes
1943,7.0,5372351,,276.0,Female,yes
1944,7.0,5372351,,277.0,Male,yes
1945,7.0,5372351,,278.0,Female,yes
1946,8.0,2280517,,1.0,Female,no
1947,8.0,2280517,,2.0,Female,no
1948,8.0,2280517,,3.0,Male,no
1949,8.0,2280517,,4.0,Female,no
1950,8.0,2280517,,5.0,Female,no
1951,8.0,2280517,,6.0,Female,no
1952,8.0,2280517,,7.0,Female,no
1953,8.0,2280517,,8.0,Male,no
1954,8.0,2280517,,9.0,Male,no
1955,8.0,2280517,,10.0,Female,no
1956,8.0,2280517,,11.0,Male,no
1957,8.0,2280517,,12.0,Female,no
1958,8.0,2280517,,13.0,Male,no
1959,8.0,2280517,,14.0,Male,no
1960,8.0,2280517,,15.0,Female,no
1961,8.0,2280517,,16.0,Male,no
1962,8.0,2280517,,17.0,Female,no
1963,8.0,2280517,,18.0,Female,no
1964,8.0,2280517,,19.0,Female,no
1965,8.0,2280517,,20.0,Female,no
1966,8.0,2280517,,21.0,Female,no
1967,8.0,2280517,,22.0,Male,no
1968,8.0,2280517,,23.0,Male,no
1969,8.0,2280517,,24.0,Female,no
1970,8.0,2280517,,25.0,Male,no
1971,8.0,2280517,,26.0,Male,no
1972,8.0,2280517,,27.0,Male,no
1973,8.0,2280517,,28.0,Male,no
1974,8.0,2280517,,29.0,Female,no
1975,8.0,2280517,,30.0,Male,no
1976,8.0,2280517,,31.0,Male,no
1977,8.0,2280517,,32.0,Male,no
1978,8.0,2280517,,33.0,Male,no
1979,8.0,2280517,,34.0,Male,no
1980,8.0,2280517,,35.0,Male,no
1981,8.0,2280517,,36.0,Male,no
1982,8.0,2280517,,37.0,Female,no
1983,8.0,2280517,,38.0,Male,no
1984,8.0,2280517,,39.0,Male,no
1985,8.0,2280517,,40.0,Female,no
1986,8.0,2280517,,41.0,Female,no
1987,8.0,2280517,,42.0,Male,no
1988,8.0,2280517,,43.0,Female,no
1989,8.0,2280517,,44.0,Female,no
1990,8.0,2280517,,45.0,Female,no
1991,8.0,2280517,,46.0,Female,no
1992,8.0,2280517,,47.0,Male,no
1993,8.0,2280517,,48.0,Male,no
1994,8.0,2280517,,49.0,Female,no
1995,8.0,2280517,,50.0,Male,no
1996,8.0,2280517,,51.0,Female,no
1997,8.0,2280517,,52.0,Female,no
1998,8.0,2280517,,53.0,Male,no
1999,8.0,2280517,,54.0,Female,no
2000,8.0,2280517,,55.0,Female,no
2001,8.0,2280517,,56.0,Male,no
2002,8.0,2280517,,57.0,Female,no
2003,8.0,2280517,,58.0,Male,no
2004,8.0,2280517,,59.0,Female,no
2005,8.0,2280517,,60.0,Male,no
2006,8.0,2280517,,61.0,Female,no
2007,8.0,2280517,,62.0,Male,no
2008,8.0,2280517,,63.0,Male,no
2009,8.0,2280517,,64.0,Female,no
2010,8.0,2280517,,65.0,Female,no
2011,8.0,2280517,,66.0,Female,no
2012,8.0,2280517,,67.0,Male,no
2013,8.0,2280517,,68.0,Female,no
2014,8.0,2280517,,69.0,Male,no
2015,8.0,2280517,,70.0,Female,no
2016,8.0,2280517,,71.0,Male,no
2017,8.0,2280517,,72.0,Male,no
2018,8.0,2280517,,73.0,Female,no
2019,8.0,2280517,,74.0,Female,no
2020,8.0,2280517,,75.0,Male,no
2021,8.0,2280517,,76.0,Female,no
2022,8.0,2280517,,77.0,Male,no
2023,8.0,2280517,,78.0,Female,no
2024,8.0,2280517,,79.0,Male,no
2025,8.0,2280517,,80.0,Female,no
2026,8.0,2280517,,81.0,Female,no
2027,8.0,2280517,,82.0,Male,no
2028,8.0,2280517,,83.0,Female,no
2029,8.0,2280517,,84.0,Female,no
2030,8.0,2280517,,85.0,Female,no
2031,8.0,2280517,,86.0,Female,no
2032,8.0,2280517,,87.0,Female,no
2033,8.0,2280517,,88.0,Male,no
2034,8.0,2280517,,89.0,Male,no
2035,8.0,2280517,,90.0,Female,no
2036,8.0,2280517,,91.0,Female,no
2037,8.0,2280517,,92.0,Male,no
2038,8.0,2280517,,93.0,Female,no
2039,8.0,2280517,,94.0,Male,no
2040,8.0,2280517,,95.0,Female,no
2041,8.0,2280517,,96.0,Female,no
2042,8.0,2280517,,97.0,Male,no
2043,8.0,2280517,,98.0,Male,no
2044,8.0,2280517,,99.0,Male,no
2045,8.0,2280517,,100.0,Female,no
2046,8.0,2280517,,101.0,Female,no
2047,8.0,2280517,,102.0,Female,no
2048,8.0,2280517,,103.0,Male,no
2049,8.0,2280517,,104.0,Male,no
2050,8.0,2280517,,105.0,Male,no
2051,8.0,2280517,,106.0,Male,no
2052,8.0,2280517,,107.0,Male,no
2053,8.0,2280517,,108.0,Male,no
2054,8.0,2280517,,109.0,Female,no
2055,8.0,2280517,,110.0,Female,no
2056,8.0,2280517,,111.0,Female,no
2057,8.0,2280517,,112.0,Male,no
2058,8.0,2280517,,113.0,Female,no
2059,8.0,2280517,,114.0,Male,no
2060,8.0,2280517,,115.0,Female,no
2061,8.0,2280517,,116.0,Female,no
2062,8.0,2280517,,117.0,Female,no
2063,8.0,2280517,,118.0,Female,no
2064,8.0,2280517,,119.0,Female,no
2065,8.0,2280517,,120.0,Male,no
2066,8.0,2280517,,121.0,Male,no
2067,8.0,2280517,,122.0,Male,no
2068,8.0,2280517,,123.0,Male,no
2069,8.0,2280517,,124.0,Female,no
2070,8.0,2280517,,125.0,Female,no
2071,8.0,2280517,,126.0,Male,no
2072,8.0,2280517,,127.0,Female,no
2073,8.0,2280517,,128.0,Male,no
2074,8.0,2280517,,129.0,Female,no
2075,8.0,2280517,,130.0,Male,no
2076,8.0,2280517,,131.0,Female,no
2077,8.0,2280517,,132.0,Male,no
2078,8.0,2280517,,133.0,Male,no
2079,8.0,2280517,,134.0,Female,no
2080,8.0,2280517,,135.0,Female,no
2081,8.0,2280517,,136.0,Male,no
2082,8.0,2280517,,137.0,Male,no
2083,8.0,2280517,,138.0,Female,no
2084,8.0,2280517,,139.0,Male,no
