,SUBJECTID,mTurkCode,TRIALNUM,IMAGE_NUMBER,RAW_ANSWER,RAW_ANSWER
661,3.0,2503639,,106.0,Female,Female
662,3.0,2503639,,107.0,Male,Male
663,3.0,2503639,,108.0,Male,Male
664,3.0,2503639,,109.0,Male,Male
665,3.0,2503639,,110.0,Female,Female
666,3.0,2503639,,111.0,Female,Female
667,3.0,2503639,,112.0,Male,Male
668,3.0,2503639,,113.0,Female,Female
669,3.0,2503639,,114.0,Male,Male
670,3.0,2503639,,115.0,Female,Female
671,3.0,2503639,,116.0,Female,Female
672,3.0,2503639,,117.0,Female,Female
673,3.0,2503639,,118.0,Female,Female
674,3.0,2503639,,119.0,Female,Female
675,3.0,2503639,,120.0,Female,Female
676,3.0,2503639,,121.0,Male,Male
677,3.0,2503639,,122.0,Male,Male
678,3.0,2503639,,123.0,Male,Male
679,3.0,2503639,,124.0,Female,Female
680,3.0,2503639,,125.0,Female,Female
681,3.0,2503639,,126.0,Male,Male
682,3.0,2503639,,127.0,Female,Female
683,3.0,2503639,,128.0,Male,Male
684,3.0,2503639,,129.0,Female,Female
685,3.0,2503639,,130.0,Male,Male
686,3.0,2503639,,131.0,Female,Female
687,3.0,2503639,,132.0,Female,Female
688,3.0,2503639,,133.0,Male,Male
689,3.0,2503639,,134.0,Female,Female
690,3.0,2503639,,135.0,Female,Female
691,3.0,2503639,,136.0,Male,Male
692,3.0,2503639,,137.0,Male,Male
693,3.0,2503639,,138.0,Female,Female
694,3.0,2503639,,139.0,Male,Male
695,3.0,2503639,,140.0,Female,Female
696,3.0,2503639,,141.0,Female,Female
697,3.0,2503639,,142.0,Female,Female
698,3.0,2503639,,143.0,Female,Female
699,3.0,2503639,,144.0,Male,Male
700,3.0,2503639,,145.0,Female,Female
701,3.0,2503639,,146.0,Male,Male
702,3.0,2503639,,147.0,Male,Male
703,3.0,2503639,,148.0,Female,Female
704,3.0,2503639,,149.0,Female,Female
705,3.0,2503639,,150.0,Male,Male
706,3.0,2503639,,151.0,Male,Male
707,3.0,2503639,,152.0,Male,Male
708,3.0,2503639,,153.0,Female,Female
709,3.0,2503639,,154.0,Male,Male
710,3.0,2503639,,155.0,Female,Female
711,3.0,2503639,,156.0,Female,Female
712,3.0,2503639,,157.0,Male,Male
713,3.0,2503639,,158.0,Female,Female
714,3.0,2503639,,159.0,Female,Female
715,3.0,2503639,,160.0,Male,Male
716,3.0,2503639,,161.0,Male,Male
717,3.0,2503639,,162.0,Male,Male
718,3.0,2503639,,163.0,Male,Male
719,3.0,2503639,,164.0,Male,Male
720,3.0,2503639,,165.0,Female,Female
721,3.0,2503639,,166.0,Male,Male
722,3.0,2503639,,167.0,Female,Female
723,3.0,2503639,,168.0,Female,Female
724,3.0,2503639,,169.0,Male,Male
725,3.0,2503639,,170.0,Male,Male
726,3.0,2503639,,171.0,Male,Male
727,3.0,2503639,,172.0,Male,Male
728,3.0,2503639,,173.0,Female,Female
729,3.0,2503639,,174.0,Female,Female
730,3.0,2503639,,175.0,Female,Female
731,3.0,2503639,,176.0,Female,Female
732,3.0,2503639,,177.0,Male,Male
733,3.0,2503639,,178.0,Male,Male
734,3.0,2503639,,179.0,Female,Female
735,3.0,2503639,,180.0,Female,Female
736,3.0,2503639,,181.0,Male,Male
737,3.0,2503639,,182.0,Female,Female
738,3.0,2503639,,183.0,Female,Female
739,3.0,2503639,,184.0,Male,Male
740,3.0,2503639,,185.0,Female,Female
741,3.0,2503639,,186.0,Male,Male
742,3.0,2503639,,187.0,Female,Female
743,3.0,2503639,,188.0,Female,Female
744,3.0,2503639,,189.0,Male,Male
745,3.0,2503639,,190.0,Male,Male
746,3.0,2503639,,191.0,Male,Male
747,3.0,2503639,,192.0,Male,Male
748,3.0,2503639,,193.0,Female,Female
749,3.0,2503639,,194.0,Male,Male
750,3.0,2503639,,195.0,Female,Female
751,3.0,2503639,,196.0,Male,Male
752,3.0,2503639,,197.0,Male,Male
753,3.0,2503639,,198.0,Male,Male
754,3.0,2503639,,199.0,Male,Male
755,3.0,2503639,,200.0,Female,Female
756,3.0,2503639,,201.0,Female,Female
757,3.0,2503639,,202.0,Female,Female
758,3.0,2503639,,203.0,Female,Female
759,3.0,2503639,,204.0,Female,Female
760,3.0,2503639,,205.0,Male,Male
761,3.0,2503639,,206.0,Male,Male
762,3.0,2503639,,207.0,Male,Male
763,3.0,2503639,,208.0,Male,Male
764,3.0,2503639,,209.0,Male,Male
765,3.0,2503639,,210.0,Male,Male
766,3.0,2503639,,211.0,Female,Female
767,3.0,2503639,,212.0,Female,Female
768,3.0,2503639,,213.0,Female,Female
769,3.0,2503639,,214.0,Female,Female
770,3.0,2503639,,215.0,Female,Female
771,3.0,2503639,,216.0,Female,Female
772,3.0,2503639,,217.0,Female,Female
773,3.0,2503639,,218.0,Female,Female
774,3.0,2503639,,219.0,Female,Female
775,3.0,2503639,,220.0,Female,Female
776,3.0,2503639,,221.0,Female,Female
777,3.0,2503639,,222.0,Female,Female
778,3.0,2503639,,223.0,Female,Female
779,3.0,2503639,,224.0,Female,Female
780,3.0,2503639,,225.0,Female,Female
781,3.0,2503639,,226.0,Male,Male
782,3.0,2503639,,227.0,Male,Male
783,3.0,2503639,,228.0,Male,Male
784,3.0,2503639,,229.0,Male,Male
785,3.0,2503639,,230.0,Male,Male
786,3.0,2503639,,231.0,Female,Female
787,3.0,2503639,,232.0,Female,Female
788,3.0,2503639,,233.0,Male,Male
789,3.0,2503639,,234.0,Male,Male
790,3.0,2503639,,235.0,Male,Male
791,3.0,2503639,,236.0,Male,Male
792,3.0,2503639,,237.0,Male,Male
793,3.0,2503639,,238.0,Male,Male
794,3.0,2503639,,239.0,Female,Female
795,3.0,2503639,,240.0,Male,Male
796,3.0,2503639,,241.0,Male,Male
797,3.0,2503639,,242.0,Female,Female
798,3.0,2503639,,243.0,Male,Male
799,3.0,2503639,,244.0,Male,Male
800,3.0,2503639,,245.0,Male,Male
801,3.0,2503639,,246.0,Male,Male
802,3.0,2503639,,247.0,Female,Female
803,3.0,2503639,,248.0,Female,Female
804,3.0,2503639,,249.0,Male,Male
805,3.0,2503639,,250.0,Female,Female
806,3.0,2503639,,251.0,Male,Male
807,3.0,2503639,,252.0,Female,Female
808,3.0,2503639,,253.0,Male,Male
809,3.0,2503639,,254.0,Male,Male
810,3.0,2503639,,255.0,Male,Male
811,3.0,2503639,,256.0,Female,Female
812,3.0,2503639,,257.0,Male,Male
813,3.0,2503639,,258.0,Male,Male
814,3.0,2503639,,259.0,Female,Female
815,3.0,2503639,,260.0,Male,Male
816,3.0,2503639,,261.0,Male,Male
817,3.0,2503639,,262.0,Male,Male
818,3.0,2503639,,263.0,Female,Female
819,3.0,2503639,,264.0,Male,Male
820,3.0,2503639,,265.0,Male,Male
821,3.0,2503639,,266.0,Female,Female
822,3.0,2503639,,267.0,Male,Male
823,3.0,2503639,,268.0,Male,Male
824,3.0,2503639,,269.0,Male,Male
825,3.0,2503639,,270.0,Male,Male
826,3.0,2503639,,271.0,Female,Female
827,3.0,2503639,,272.0,Male,Male
828,3.0,2503639,,273.0,Female,Female
829,3.0,2503639,,274.0,Male,Male
830,3.0,2503639,,275.0,Male,Male
831,3.0,2503639,,276.0,Female,Female
832,3.0,2503639,,277.0,Male,Male
833,3.0,2503639,,278.0,Female,Female
834,4.0,1565824,,1.0,Female,Female
835,4.0,1565824,,2.0,Female,Female
836,4.0,1565824,,3.0,Female,Female
837,4.0,1565824,,4.0,Female,Female
838,4.0,1565824,,5.0,Female,Female
839,4.0,1565824,,6.0,Male,Male
840,4.0,1565824,,7.0,Female,Female
841,4.0,1565824,,8.0,Male,Male
842,4.0,1565824,,9.0,Male,Male
843,4.0,1565824,,10.0,Male,Male
844,4.0,1565824,,11.0,Male,Male
845,4.0,1565824,,12.0,Female,Female
846,4.0,1565824,,13.0,Male,Male
847,4.0,1565824,,14.0,Male,Male
848,4.0,1565824,,15.0,Female,Female
849,4.0,1565824,,16.0,Female,Female
850,4.0,1565824,,17.0,Female,Female
851,4.0,1565824,,18.0,Female,Female
852,4.0,1565824,,19.0,Female,Female
853,4.0,1565824,,20.0,Male,Male
854,4.0,1565824,,21.0,Female,Female
855,4.0,1565824,,22.0,Male,Male
856,4.0,1565824,,23.0,Female,Female
857,4.0,1565824,,24.0,Female,Female
858,4.0,1565824,,25.0,Male,Male
859,4.0,1565824,,26.0,Male,Male
860,4.0,1565824,,27.0,Male,Male
861,4.0,1565824,,28.0,Male,Male
862,4.0,1565824,,29.0,Female,Female
863,4.0,1565824,,30.0,Male,Male
864,4.0,1565824,,31.0,Male,Male
865,4.0,1565824,,32.0,Male,Male
866,4.0,1565824,,33.0,Male,Male
867,4.0,1565824,,34.0,Male,Male
868,4.0,1565824,,35.0,Male,Male
869,4.0,1565824,,36.0,Male,Male
870,4.0,1565824,,37.0,Female,Female
871,4.0,1565824,,38.0,Male,Male
872,4.0,1565824,,39.0,Female,Female
873,4.0,1565824,,40.0,Female,Female
874,4.0,1565824,,41.0,Female,Female
875,4.0,1565824,,42.0,Male,Male
876,4.0,1565824,,43.0,Female,Female
877,4.0,1565824,,44.0,Male,Male
878,4.0,1565824,,45.0,Female,Female
879,4.0,1565824,,46.0,Male,Male
880,4.0,1565824,,47.0,Male,Male
881,4.0,1565824,,48.0,Male,Male
882,4.0,1565824,,49.0,Female,Female
883,4.0,1565824,,50.0,Female,Female
884,4.0,1565824,,51.0,Female,Female
885,4.0,1565824,,52.0,Female,Female
886,4.0,1565824,,53.0,Male,Male
887,4.0,1565824,,54.0,Female,Female
888,4.0,1565824,,55.0,Male,Male
889,4.0,1565824,,56.0,Male,Male
890,4.0,1565824,,57.0,Female,Female
891,4.0,1565824,,58.0,Male,Male
892,4.0,1565824,,59.0,Male,Male
893,4.0,1565824,,60.0,Male,Male
894,4.0,1565824,,61.0,Female,Female
895,4.0,1565824,,62.0,Male,Male
896,4.0,1565824,,63.0,Male,Male
897,4.0,1565824,,64.0,Female,Female
898,4.0,1565824,,65.0,Female,Female
899,4.0,1565824,,66.0,Female,Female
900,4.0,1565824,,67.0,Male,Male
901,4.0,1565824,,68.0,Female,Female
902,4.0,1565824,,69.0,Male,Male
903,4.0,1565824,,70.0,Female,Female
904,4.0,1565824,,71.0,Male,Male
905,4.0,1565824,,72.0,Male,Male
906,4.0,1565824,,73.0,Female,Female
907,4.0,1565824,,74.0,Female,Female
908,4.0,1565824,,75.0,Male,Male
909,4.0,1565824,,76.0,Female,Female
910,4.0,1565824,,77.0,Male,Male
911,4.0,1565824,,78.0,Female,Female
912,4.0,1565824,,79.0,Female,Female
913,4.0,1565824,,80.0,Female,Female
914,4.0,1565824,,81.0,Female,Female
915,4.0,1565824,,82.0,Male,Male
916,4.0,1565824,,83.0,Female,Female
917,4.0,1565824,,84.0,Female,Female
918,4.0,1565824,,85.0,Male,Male
919,4.0,1565824,,86.0,Female,Female
920,4.0,1565824,,87.0,Female,Female
921,4.0,1565824,,88.0,Male,Male
922,4.0,1565824,,89.0,Male,Male
923,4.0,1565824,,90.0,Female,Female
924,4.0,1565824,,91.0,Female,Female
925,4.0,1565824,,92.0,Male,Male
926,4.0,1565824,,93.0,Female,Female
927,4.0,1565824,,94.0,Male,Male
928,4.0,1565824,,95.0,Female,Female
929,4.0,1565824,,96.0,Female,Female
930,4.0,1565824,,97.0,Male,Male
931,4.0,1565824,,98.0,Male,Male
932,4.0,1565824,,99.0,Male,Male
933,4.0,1565824,,100.0,Female,Female
934,4.0,1565824,,101.0,Female,Female
935,4.0,1565824,,102.0,Male,Male
936,4.0,1565824,,103.0,Male,Male
937,4.0,1565824,,104.0,Female,Female
938,4.0,1565824,,105.0,Male,Male
939,4.0,1565824,,106.0,Female,Female
940,4.0,1565824,,107.0,Male,Male
941,4.0,1565824,,108.0,Male,Male
942,4.0,1565824,,109.0,Male,Male
943,4.0,1565824,,110.0,Female,Female
944,4.0,1565824,,111.0,Female,Female
945,4.0,1565824,,112.0,Female,Female
946,4.0,1565824,,113.0,Female,Female
947,4.0,1565824,,114.0,Male,Male
948,4.0,1565824,,115.0,Female,Female
949,4.0,1565824,,116.0,Female,Female
950,4.0,1565824,,117.0,Female,Female
951,4.0,1565824,,118.0,Female,Female
952,4.0,1565824,,119.0,Female,Female
953,4.0,1565824,,120.0,Male,Male
954,4.0,1565824,,121.0,Male,Male
955,4.0,1565824,,122.0,Male,Male
956,4.0,1565824,,123.0,Male,Male
957,4.0,1565824,,124.0,Female,Female
958,4.0,1565824,,125.0,Female,Female
959,4.0,1565824,,126.0,Male,Male
960,4.0,1565824,,127.0,Female,Female
961,4.0,1565824,,128.0,Male,Male
962,4.0,1565824,,129.0,Female,Female
963,4.0,1565824,,130.0,Male,Male
964,4.0,1565824,,131.0,Female,Female
965,4.0,1565824,,132.0,Female,Female
966,4.0,1565824,,133.0,Male,Male
967,4.0,1565824,,134.0,Female,Female
968,4.0,1565824,,135.0,Female,Female
969,4.0,1565824,,136.0,Male,Male
970,4.0,1565824,,137.0,Male,Male
971,4.0,1565824,,138.0,Female,Female
972,4.0,1565824,,139.0,Male,Male
973,4.0,1565824,,140.0,Female,Female
974,4.0,1565824,,141.0,Female,Female
975,4.0,1565824,,142.0,Female,Female
976,4.0,1565824,,143.0,Male,Male
977,4.0,1565824,,144.0,Male,Male
978,4.0,1565824,,145.0,Female,Female
979,4.0,1565824,,146.0,Male,Male
980,4.0,1565824,,147.0,Male,Male
981,4.0,1565824,,148.0,Male,Male
982,4.0,1565824,,149.0,Female,Female
983,4.0,1565824,,150.0,Male,Male
984,4.0,1565824,,151.0,Male,Male
985,4.0,1565824,,152.0,Male,Male
986,4.0,1565824,,153.0,Female,Female
987,4.0,1565824,,154.0,Male,Male
988,4.0,1565824,,155.0,Female,Female
989,4.0,1565824,,156.0,Female,Female
990,4.0,1565824,,157.0,Male,Male
991,4.0,1565824,,158.0,Female,Female
992,4.0,1565824,,159.0,Female,Female
993,4.0,1565824,,160.0,Male,Male
994,4.0,1565824,,161.0,Male,Male
995,4.0,1565824,,162.0,Male,Male
996,4.0,1565824,,163.0,Male,Male
997,4.0,1565824,,164.0,Male,Male
998,4.0,1565824,,165.0,Female,Female
999,4.0,1565824,,166.0,Male,Male
1000,4.0,1565824,,167.0,Female,Female
1001,4.0,1565824,,168.0,Female,Female
1002,4.0,1565824,,169.0,Male,Male
1003,4.0,1565824,,170.0,Male,Male
1004,4.0,1565824,,171.0,Male,Male
1005,4.0,1565824,,172.0,Male,Male
1006,4.0,1565824,,173.0,Female,Female
1007,4.0,1565824,,174.0,Female,Female
1008,4.0,1565824,,175.0,Female,Female
1009,4.0,1565824,,176.0,Female,Female
1010,4.0,1565824,,177.0,Male,Male
1011,4.0,1565824,,178.0,Male,Male
1012,4.0,1565824,,179.0,Female,Female
1013,4.0,1565824,,180.0,Female,Female
1014,4.0,1565824,,181.0,Male,Male
1015,4.0,1565824,,182.0,Female,Female
1016,4.0,1565824,,183.0,Female,Female
1017,4.0,1565824,,184.0,Male,Male
1018,4.0,1565824,,185.0,Female,Female
1019,4.0,1565824,,186.0,Male,Male
1020,4.0,1565824,,187.0,Male,Male
1021,4.0,1565824,,188.0,Female,Female
1022,4.0,1565824,,189.0,Male,Male
1023,4.0,1565824,,190.0,Male,Male
1024,4.0,1565824,,191.0,Male,Male
1025,4.0,1565824,,192.0,Male,Male
1026,4.0,1565824,,193.0,Female,Female
1027,4.0,1565824,,194.0,Female,Female
1028,4.0,1565824,,195.0,Male,Male
1029,4.0,1565824,,196.0,Male,Male
1030,4.0,1565824,,197.0,Male,Male
1031,4.0,1565824,,198.0,Male,Male
1032,4.0,1565824,,199.0,Male,Male
1033,4.0,1565824,,200.0,Female,Female
1034,4.0,1565824,,201.0,Female,Female
1035,4.0,1565824,,202.0,Female,Female
1036,4.0,1565824,,203.0,Male,Male
1037,4.0,1565824,,204.0,Female,Female
1038,4.0,1565824,,205.0,Male,Male
1039,4.0,1565824,,206.0,Male,Male
1040,4.0,1565824,,207.0,Male,Male
1041,4.0,1565824,,208.0,Male,Male
1042,4.0,1565824,,209.0,Male,Male
1043,4.0,1565824,,210.0,Male,Male
1044,4.0,1565824,,211.0,Male,Male
1045,4.0,1565824,,212.0,Female,Female
1046,4.0,1565824,,213.0,Female,Female
1047,4.0,1565824,,214.0,Female,Female
1048,4.0,1565824,,215.0,Female,Female
1049,4.0,1565824,,216.0,Female,Female
1050,4.0,1565824,,217.0,Female,Female
1051,4.0,1565824,,218.0,Female,Female
1052,4.0,1565824,,219.0,Female,Female
1053,4.0,1565824,,220.0,Female,Female
1054,4.0,1565824,,221.0,Female,Female
1055,4.0,1565824,,222.0,Female,Female
1056,4.0,1565824,,223.0,Female,Female
1057,4.0,1565824,,224.0,Female,Female
1058,4.0,1565824,,225.0,Female,Female
1059,4.0,1565824,,226.0,Male,Male
1060,4.0,1565824,,227.0,Male,Male
1061,4.0,1565824,,228.0,Male,Male
1062,4.0,1565824,,229.0,Male,Male
1063,4.0,1565824,,230.0,Male,Male
1064,4.0,1565824,,231.0,Female,Female
1065,4.0,1565824,,232.0,Female,Female
1066,4.0,1565824,,233.0,Male,Male
1067,4.0,1565824,,234.0,Male,Male
1068,4.0,1565824,,235.0,Male,Male
1069,4.0,1565824,,236.0,Male,Male
1070,4.0,1565824,,237.0,Male,Male
1071,4.0,1565824,,238.0,Male,Male
1072,4.0,1565824,,239.0,Male,Male
1073,4.0,1565824,,240.0,Male,Male
1074,4.0,1565824,,241.0,Male,Male
1075,4.0,1565824,,242.0,Male,Male
1076,4.0,1565824,,243.0,Male,Male
1077,4.0,1565824,,244.0,Male,Male
1078,4.0,1565824,,245.0,Male,Male
1079,4.0,1565824,,246.0,Male,Male
1080,4.0,1565824,,247.0,Female,Female
1081,4.0,1565824,,248.0,Female,Female
1082,4.0,1565824,,249.0,Male,Male
1083,4.0,1565824,,250.0,Female,Female
1084,4.0,1565824,,251.0,Male,Male
1085,4.0,1565824,,252.0,Female,Female
1086,4.0,1565824,,253.0,Male,Male
1087,4.0,1565824,,254.0,Male,Male
1088,4.0,1565824,,255.0,Male,Male
1089,4.0,1565824,,256.0,Female,Female
1090,4.0,1565824,,257.0,Male,Male
1091,4.0,1565824,,258.0,Male,Male
1092,4.0,1565824,,259.0,Female,Female
1093,4.0,1565824,,260.0,Male,Male
1094,4.0,1565824,,261.0,Male,Male
1095,4.0,1565824,,262.0,Female,Female
1096,4.0,1565824,,263.0,Female,Female
1097,4.0,1565824,,264.0,Female,Female
1098,4.0,1565824,,265.0,Male,Male
1099,4.0,1565824,,266.0,Female,Female
1100,4.0,1565824,,267.0,Male,Male
1101,4.0,1565824,,268.0,Male,Male
1102,4.0,1565824,,269.0,Male,Male
1103,4.0,1565824,,270.0,Male,Male
1104,4.0,1565824,,271.0,Female,Female
1105,4.0,1565824,,272.0,Male,Male
1106,4.0,1565824,,273.0,Female,Female
1107,4.0,1565824,,274.0,Male,Male
1108,4.0,1565824,,275.0,Male,Male
1109,4.0,1565824,,276.0,Female,Female
1110,4.0,1565824,,277.0,Male,Male
1111,4.0,1565824,,278.0,Female,Female
1112,5.0,5798667,,1.0,Female,Female
1113,5.0,5798667,,2.0,Female,Female
1114,5.0,5798667,,3.0,Female,Female
1115,5.0,5798667,,4.0,Female,Female
1116,5.0,5798667,,5.0,Female,Female
1117,5.0,5798667,,6.0,Female,Female
1118,5.0,5798667,,7.0,Female,Female
1119,5.0,5798667,,8.0,Male,Male
1120,5.0,5798667,,9.0,Male,Male
1121,5.0,5798667,,10.0,Male,Male
1122,5.0,5798667,,11.0,Male,Male
1123,5.0,5798667,,12.0,Female,Female
1124,5.0,5798667,,13.0,Male,Male
1125,5.0,5798667,,14.0,Male,Male
1126,5.0,5798667,,15.0,Female,Female
1127,5.0,5798667,,16.0,Female,Female
1128,5.0,5798667,,17.0,Female,Female
1129,5.0,5798667,,18.0,Female,Female
1130,5.0,5798667,,19.0,Female,Female
1131,5.0,5798667,,20.0,Female,Female
1132,5.0,5798667,,21.0,Male,Male
1133,5.0,5798667,,22.0,Male,Male
1134,5.0,5798667,,23.0,Male,Male
1135,5.0,5798667,,24.0,Female,Female
1136,5.0,5798667,,25.0,Male,Male
1137,5.0,5798667,,26.0,Male,Male
1138,5.0,5798667,,27.0,Male,Male
1139,5.0,5798667,,28.0,Male,Male
1140,5.0,5798667,,29.0,Female,Female
1141,5.0,5798667,,30.0,Male,Male
1142,5.0,5798667,,31.0,Male,Male
1143,5.0,5798667,,32.0,Male,Male
1144,5.0,5798667,,33.0,Male,Male
1145,5.0,5798667,,34.0,Male,Male
1146,5.0,5798667,,35.0,Male,Male
1147,5.0,5798667,,36.0,Male,Male
1148,5.0,5798667,,37.0,Female,Female
1149,5.0,5798667,,38.0,Male,Male
1150,5.0,5798667,,39.0,Female,Female
1151,5.0,5798667,,40.0,Female,Female
1152,5.0,5798667,,41.0,Female,Female
1153,5.0,5798667,,42.0,Male,Male
1154,5.0,5798667,,43.0,Female,Female
1155,5.0,5798667,,44.0,Male,Male
1156,5.0,5798667,,45.0,Male,Male
1157,5.0,5798667,,46.0,Male,Male
1158,5.0,5798667,,47.0,Male,Male
1159,5.0,5798667,,48.0,Male,Male
1160,5.0,5798667,,49.0,Female,Female
1161,5.0,5798667,,50.0,Male,Male
1162,5.0,5798667,,51.0,Female,Female
1163,5.0,5798667,,52.0,Female,Female
1164,5.0,5798667,,53.0,Male,Male
1165,5.0,5798667,,54.0,Female,Female
1166,5.0,5798667,,55.0,Female,Female
1167,5.0,5798667,,56.0,Male,Male
1168,5.0,5798667,,57.0,Female,Female
1169,5.0,5798667,,58.0,Male,Male
1170,5.0,5798667,,59.0,Female,Female
1171,5.0,5798667,,60.0,Male,Male
1172,5.0,5798667,,61.0,Female,Female
1173,5.0,5798667,,62.0,Male,Male
1174,5.0,5798667,,63.0,Male,Male
1175,5.0,5798667,,64.0,Female,Female
1176,5.0,5798667,,65.0,Female,Female
1177,5.0,5798667,,66.0,Female,Female
1178,5.0,5798667,,67.0,Male,Male
1179,5.0,5798667,,68.0,Female,Female
1180,5.0,5798667,,69.0,Male,Male
1181,5.0,5798667,,70.0,Male,Male
1182,5.0,5798667,,71.0,Male,Male
1183,5.0,5798667,,72.0,Male,Male
1184,5.0,5798667,,73.0,Female,Female
1185,5.0,5798667,,74.0,Female,Female
1186,5.0,5798667,,75.0,Male,Male
1187,5.0,5798667,,76.0,Female,Female
1188,5.0,5798667,,77.0,Male,Male
1189,5.0,5798667,,78.0,Female,Female
1190,5.0,5798667,,79.0,Male,Male
1191,5.0,5798667,,80.0,Female,Female
1192,5.0,5798667,,81.0,Female,Female
1193,5.0,5798667,,82.0,Male,Male
1194,5.0,5798667,,83.0,Male,Male
1195,5.0,5798667,,84.0,Female,Female
1196,5.0,5798667,,85.0,Male,Male
1197,5.0,5798667,,86.0,Female,Female
1198,5.0,5798667,,87.0,Female,Female
1199,5.0,5798667,,88.0,Male,Male
1200,5.0,5798667,,89.0,Male,Male
1201,5.0,5798667,,90.0,Female,Female
1202,5.0,5798667,,91.0,Female,Female
1203,5.0,5798667,,92.0,Male,Male
1204,5.0,5798667,,93.0,Female,Female
1205,5.0,5798667,,94.0,Male,Male
1206,5.0,5798667,,95.0,Female,Female
1207,5.0,5798667,,96.0,Female,Female
1208,5.0,5798667,,97.0,Male,Male
1209,5.0,5798667,,98.0,Male,Male
1210,5.0,5798667,,99.0,Male,Male
1211,5.0,5798667,,100.0,Female,Female
1212,5.0,5798667,,101.0,Female,Female
1213,5.0,5798667,,102.0,Female,Female
1214,5.0,5798667,,103.0,Male,Male
1215,5.0,5798667,,104.0,Male,Male
1216,5.0,5798667,,105.0,Male,Male
1217,5.0,5798667,,106.0,Female,Female
1218,5.0,5798667,,107.0,Male,Male
1219,5.0,5798667,,108.0,Male,Male
1220,5.0,5798667,,109.0,Male,Male
1221,5.0,5798667,,110.0,Female,Female
1222,5.0,5798667,,111.0,Male,Male
1223,5.0,5798667,,112.0,Male,Male
1224,5.0,5798667,,113.0,Female,Female
1225,5.0,5798667,,114.0,Female,Female
1226,5.0,5798667,,115.0,Female,Female
1227,5.0,5798667,,116.0,Male,Male
1228,5.0,5798667,,117.0,Male,Male
1229,5.0,5798667,,118.0,Female,Female
1230,5.0,5798667,,119.0,Female,Female
1231,5.0,5798667,,120.0,Male,Male
1232,5.0,5798667,,121.0,Male,Male
1233,5.0,5798667,,122.0,Male,Male
1234,5.0,5798667,,123.0,Male,Male
1235,5.0,5798667,,124.0,Female,Female
1236,5.0,5798667,,125.0,Female,Female
1237,5.0,5798667,,126.0,Male,Male
1238,5.0,5798667,,127.0,Female,Female
1239,5.0,5798667,,128.0,Male,Male
1240,5.0,5798667,,129.0,Female,Female
1241,5.0,5798667,,130.0,Male,Male
1242,5.0,5798667,,131.0,Female,Female
1243,5.0,5798667,,132.0,Female,Female
1244,5.0,5798667,,133.0,Male,Male
1245,5.0,5798667,,134.0,Female,Female
1246,5.0,5798667,,135.0,Female,Female
1247,5.0,5798667,,136.0,Male,Male
1248,5.0,5798667,,137.0,Male,Male
1249,5.0,5798667,,138.0,Female,Female
1250,5.0,5798667,,139.0,Male,Male
1251,5.0,5798667,,140.0,Female,Female
1252,5.0,5798667,,141.0,Male,Male
1253,5.0,5798667,,142.0,Female,Female
1254,5.0,5798667,,143.0,Female,Female
1255,5.0,5798667,,144.0,Male,Male
1256,5.0,5798667,,145.0,Female,Female
1257,5.0,5798667,,146.0,Male,Male
1258,5.0,5798667,,147.0,Male,Male
1259,5.0,5798667,,148.0,Male,Male
1260,5.0,5798667,,149.0,Female,Female
1261,5.0,5798667,,150.0,Male,Male
1262,5.0,5798667,,151.0,Male,Male
1263,5.0,5798667,,152.0,Male,Male
1264,5.0,5798667,,153.0,Female,Female
1265,5.0,5798667,,154.0,Male,Male
1266,5.0,5798667,,155.0,Female,Female
1267,5.0,5798667,,156.0,Female,Female
1268,5.0,5798667,,157.0,Male,Male
1269,5.0,5798667,,158.0,Female,Female
1270,5.0,5798667,,159.0,Female,Female
1271,5.0,5798667,,160.0,Male,Male
1272,5.0,5798667,,161.0,Male,Male
1273,5.0,5798667,,162.0,Male,Male
1274,5.0,5798667,,163.0,Male,Male
1275,5.0,5798667,,164.0,Male,Male
1276,5.0,5798667,,165.0,Female,Female
1277,5.0,5798667,,166.0,Male,Male
1278,5.0,5798667,,167.0,Female,Female
1279,5.0,5798667,,168.0,Female,Female
1280,5.0,5798667,,169.0,Male,Male
1281,5.0,5798667,,170.0,Male,Male
1282,5.0,5798667,,171.0,Male,Male
1283,5.0,5798667,,172.0,Male,Male
1284,5.0,5798667,,173.0,Female,Female
1285,5.0,5798667,,174.0,Female,Female
1286,5.0,5798667,,175.0,Female,Female
1287,5.0,5798667,,176.0,Female,Female
1288,5.0,5798667,,177.0,Male,Male
1289,5.0,5798667,,178.0,Male,Male
1290,5.0,5798667,,179.0,Female,Female
1291,5.0,5798667,,180.0,Female,Female
1292,5.0,5798667,,181.0,Male,Male
1293,5.0,5798667,,182.0,Male,Male
1294,5.0,5798667,,183.0,Female,Female
1295,5.0,5798667,,184.0,Male,Male
1296,5.0,5798667,,185.0,Female,Female
1297,5.0,5798667,,186.0,Male,Male
1298,5.0,5798667,,187.0,Female,Female
1299,5.0,5798667,,188.0,Female,Female
1300,5.0,5798667,,189.0,Male,Male
1301,5.0,5798667,,190.0,Male,Male
1302,5.0,5798667,,191.0,Male,Male
1303,5.0,5798667,,192.0,Male,Male
1304,5.0,5798667,,193.0,Female,Female
1305,5.0,5798667,,194.0,Female,Female
1306,5.0,5798667,,195.0,Female,Female
1307,5.0,5798667,,196.0,Male,Male
1308,5.0,5798667,,197.0,Male,Male
1309,5.0,5798667,,198.0,Male,Male
